,код класса,наименование класса,НоменклатураНаименование,НоменклатураНаименованиеПолное,НоменклатураРодитель,НоменклатураВидНоменклатуры,id,Наименование,n_abb,abb,upper_case,special,eng_letters,nums,version,n_tokens,level_0,level_1,level_2,level_3,level_4
414,04.22.01.04.29,Крепеж транспортных средств,З/Ч а/м Камаз: Гайка реакт. штанги 55111 З/Ч а/м Камаз: Гайка реакт. штанги 55111,З/Ч а/м Камаз: Гайка реакт. штанги 55111,З/ЧАСТИ КАМАЗ,Материал,18067,З/Ч а/м Камаз: Гайка реакт. штанги 55111,4,1,0,4,0,1,0,14,1,4,5,8,53
415,04.22.01.04.29,Крепеж транспортных средств,"З/Ч а/м Камаз: Гайка стремянки (М24*1,5) З/Ч а/м Камаз: Гайка стремянки (М24*1,5)","З/Ч а/м Камаз: Гайка стремянки (М24*1,5)",З/ЧАСТИ КАМАЗ,Материал,18068,"З/Ч а/м Камаз: Гайка стремянки (М24*1,5)",4,1,0,10,0,1,1,12,1,4,5,8,53
416,04.22.01.04.29,Крепеж транспортных средств,З/Ч а/м Камаз: Стремянка З/Ч а/м Камаз: Стремянка,З/Ч а/м Камаз: Стремянка,З/ЧАСТИ КАМАЗ,Материал,25610,З/Ч а/м Камаз: Стремянка,4,1,0,4,0,0,0,8,1,4,5,8,53
417,04.22.01.04.29,Крепеж транспортных средств,З/Ч а/м Камаз: Стремянка  пер\рессоры. З/Ч а/м Камаз: Стремянка  пер\рессоры.,З/Ч а/м Камаз: Стремянка  пер\рессоры.,З/ЧАСТИ КАМАЗ,Материал,25611,З/Ч а/м Камаз: Стремянка  пер\рессоры.,4,1,0,4,0,0,0,12,1,4,5,8,53
418,04.22.01.04.29,Крепеж транспортных средств,З/Ч а/м Камаз: Стремянка  пер\рессоры. в сборе З/Ч а/м Камаз: Стремянка  пер\рессоры. в сборе,З/Ч а/м Камаз: Стремянка  пер\рессоры. в сборе,З/ЧАСТИ КАМАЗ,Материал,25612,З/Ч а/м Камаз: Стремянка  пер\рессоры. в сборе,4,1,0,4,0,0,0,16,1,4,5,8,53
419,05.19.03,Товары канцелярские,Ежедневник Ежедневник,Ежедневник,Товары канцелярские,Прочие материалы (б/сч 10.06),24505,Ежедневник,0,0,0,0,0,0,0,2,2,9,15,20,79
420,05.19.03,Товары канцелярские,Ежедневник Ежедневник,Ежедневник,Товары канцелярские,Прочие материалы (б/сч 10.06),24507,Ежедневник,0,0,0,0,0,0,0,2,2,9,15,20,79
421,05.19.03,Товары канцелярские,Ежедневник Ежедневник,Ежедневник,Товары канцелярские,Прочие материалы (б/сч 10.06),24510,Ежедневник,0,0,0,0,0,0,0,2,2,9,15,20,79
422,03.11.02.04,Мониторы,"Монитор 23"" AOC I2369V  LED Монитор 23"" AOC I2369V  LED","Монитор 23"" AOC I2369V  LED",ОСНОВНЫЕ <10000,Материал,25958,"Монитор 23"" AOC I2369V  LED",0,0,4,0,1,1,1,12,0,0,1,1,1
423,03.11.02.04,Мониторы,"Монитор 23"" Philips 236V4LSB/01 Монитор 23"" Philips 236V4LSB/01","Монитор 23"" Philips 236V4LSB/01",ОСНОВНЫЕ <10000,Материал,25964,"Монитор 23"" Philips 236V4LSB/01",0,0,2,2,1,1,1,8,0,0,1,1,1
424,03.11.02.04,Мониторы,"Монитор 23"" Samsung S23С350 Монитор 23"" Samsung S23С350","Монитор 23"" Samsung S23С350",ОСНОВНЫЕ <10000,Материал,25968,"Монитор 23"" Samsung S23С350",0,0,0,0,1,1,1,8,0,0,1,1,1
425,03.11.02.04,Мониторы,"Монитор 23.8"" Philips Монитор 23.8"" Philips","Монитор 23.8"" Philips",ОСНОВНЫЕ <10000,Материал,25974,"Монитор 23.8"" Philips",0,0,0,0,1,1,1,6,0,0,1,1,1
426,03.11.02.04,Мониторы,"Монитор 24"" PHILIPS246 V5 LSB Монитор 24"" PHILIPS246 V5 LSB","Монитор 24"" PHILIPS246 V5 LSB",ПРОЧЕЕ,Материал,25977,"Монитор 24"" PHILIPS246 V5 LSB",0,0,4,0,1,1,1,10,0,0,1,1,1
427,03.11.02.04,Мониторы,"Монитор 27"" BenQ Монитор 27"" BenQ","Монитор 27"" BenQ",ОСНОВНЫЕ <10000,Материал,25982,"Монитор 27"" BenQ",0,0,0,0,1,1,0,6,0,0,1,1,1
428,03.11.02.04,Мониторы,"Монитор ASER 19.5"" Монитор ASER 19.5""","Монитор ASER 19.5""",КОМПЬЮТЕРЫ И КОМПЛ,Материал,25988,"Монитор ASER 19.5""",0,0,2,0,1,1,1,6,0,0,1,1,1
429,03.11.02.04,Мониторы,Монитор Philips170S7FS LCD Монитор Philips170S7FS LCD,Монитор Philips170S7FS LCD,ОСНОВНЫЕ <10000,Материал,25993,Монитор Philips170S7FS LCD,0,0,4,0,1,1,1,6,0,0,1,1,1
430,06.04.07.03,Гигрометры,Гигрометр Гигрометр,Гигрометр,МЕДИКАМЕНТЫ,Материал,26524,Гигрометр,0,0,0,0,0,0,0,2,3,12,28,53,112
431,06.04.07.03,Гигрометры,Гигрометр Testo 616 Гигрометр Testo 616,Гигрометр Testo 616,Сушильные камеры,Запасные части,26525,Гигрометр Testo 616,0,0,0,0,1,1,0,6,3,12,28,53,112
432,06.04.07.03,Гигрометры,Гигрометр ВИТ-1 Гигрометр ВИТ-1,Гигрометр ВИТ-1,АРЕОМЕТР,Материал,26526,Гигрометр ВИТ-1,0,0,2,2,0,1,1,4,3,12,28,53,112
433,04.22.01.04.29,Крепеж транспортных средств,Болт М18* 55 держат.запаски/Бел/ 1/59844-21 Болт М18* 55 держат.запаски/Бел/ 1/59844-21,Болт М18* 55 держат.запаски/Бел/ 1/59844-21,"Прицепы КАМАЗ, МАЗ",Запчасти,75021,Болт М18* 55 держат.запаски/Бел/ 1/59844-21,2,1,0,10,0,1,1,10,1,4,5,8,53
434,04.22.01.04.29,Крепеж транспортных средств,"Болт М18*130*1,5 задней подвески Болт М18*130*1,5 задней подвески","Болт М18*130*1,5 задней подвески",запчасти КАМАЗ,Запчасти,75022,"Болт М18*130*1,5 задней подвески",0,0,0,4,0,1,1,8,1,4,5,8,53
435,04.22.01.04.29,Крепеж транспортных средств,Болт М18*55 держат. запаски/Бел/ 1/59844-21 Болт М18*55 держат. запаски/Бел/ 1/59844-21,Болт М18*55 держат. запаски/Бел/ 1/59844-21,ЛВ КАМАЗ,Запчасти,75025,Болт М18*55 держат. запаски/Бел/ 1/59844-21,2,1,0,10,0,1,1,10,1,4,5,8,53
436,04.22.01.04.29,Крепеж транспортных средств,Болт М18+55 372745 Болт М18+55 372745,Болт М18+55 372745,"Прицепы КАМАЗ, МАЗ",Запчасти,75027,Болт М18+55 372745,0,0,0,0,0,1,1,6,1,4,5,8,53
437,06.11.03,Багры пожарные,Багор пожарный Багор пожарный,Багор пожарный,Оборудование пожарное,Прочие материалы (б/сч 10.06),27391,Багор пожарный,0,0,0,0,0,0,0,4,3,13,29,54,113
438,04.22.01.04.29,Крепеж транспортных средств,Болт М20* 45 в сб.853050+1/21643+1/5174 Болт М20* 45 в сб.853050+1/21643+1/5174,Болт М20* 45 в сб.853050+1/21643+1/5174,ЛВ КАМАЗ,Запчасти,75034,Болт М20* 45 в сб.853050+1/21643+1/5174,0,0,0,6,0,1,1,10,1,4,5,8,53
439,04.22.01.04.29,Крепеж транспортных средств,"Болт М20*1,5 колесный Болт М20*1,5 колесный","Болт М20*1,5 колесный",запчасти КАМАЗ,Запчасти,75036,"Болт М20*1,5 колесный",0,0,0,2,0,1,1,6,1,4,5,8,53
440,04.22.01.04.29,Крепеж транспортных средств,Стремянка 6522-2902408 Стремянка 6522-2902408,Стремянка 6522-2902408,запчасти КАМАЗ,Запчасти,90138,Стремянка 6522-2902408,0,0,0,2,0,1,1,4,1,4,5,8,53
441,04.22.01.04.29,Крепеж транспортных средств,Стремянка 8332-2912408-01 к прицепу НЕФАЗ-8332 Стремянка 8332-2912408-01 к прицепу НЕФАЗ-8332,Стремянка 8332-2912408-01 к прицепу НЕФАЗ-8332,"Прицепы КАМАЗ, МАЗ",Запчасти,90142,Стремянка 8332-2912408-01 к прицепу НЕФАЗ-8332,0,0,2,6,0,1,1,10,1,4,5,8,53
442,04.22.01.04.29,Крепеж транспортных средств,"Стремянка 9370-2912408 М22х1,5 L-370 мм Стремянка 9370-2912408 М22х1,5 L-370 мм","Стремянка 9370-2912408 М22х1,5 L-370 мм","Прицепы КАМАЗ, МАЗ",Запчасти,90144,"Стремянка 9370-2912408 М22х1,5 L-370 мм",0,0,0,4,1,1,1,10,1,4,5,8,53
443,04.22.01.04.29,Крепеж транспортных средств,Стремянка КАМАЗ L-420 5322-2912408-20 Стремянка КАМАЗ L-420 5322-2912408-20,Стремянка КАМАЗ L-420 5322-2912408-20,ЛВ КАМАЗ,Запчасти,90158,Стремянка КАМАЗ L-420 5322-2912408-20,0,0,2,6,1,1,1,8,1,4,5,8,53
444,04.22.01.04.29,Крепеж транспортных средств,Стремянка МАЗ ушка рессоры передней L-94мм 500-2912024 Стремянка МАЗ ушка рессоры передней L-94мм 500-2912024,Стремянка МАЗ ушка рессоры передней L-94мм 500-2912024,"Прицепы КАМАЗ, МАЗ",Запчасти,90175,Стремянка МАЗ ушка рессоры передней L-94мм 500-2912024,0,0,2,4,1,1,1,14,1,4,5,8,53
445,04.22.01.04.29,Крепеж транспортных средств,Стремянка п/п 8378-*2912408 Стремянка п/п 8378-*2912408,Стремянка п/п 8378-*2912408,"Прицепы КАМАЗ, МАЗ",Товар,90178,Стремянка п/п 8378-*2912408,2,1,0,6,0,1,1,6,1,4,5,8,53
446,04.22.01.04.29,Крепеж транспортных средств,Стремянка передней рессоры КАМАЗ левая(ПАО КАМАЗ)53228-2902409 Стремянка передней рессоры КАМАЗ левая(ПАО КАМАЗ)53228-2902409,Стремянка передней рессоры КАМАЗ левая(ПАО КАМАЗ)53228-2902409,ЛВ КАМАЗ,Запчасти,90181,Стремянка передней рессоры КАМАЗ левая(ПАО КАМАЗ)53228-2902409,0,0,6,6,0,1,1,12,1,4,5,8,53
447,04.22.01.04.29,Крепеж транспортных средств,Стремянка передней рессоры КАМАЗ прав. L=320 мм (ПАО КАМАЗ) 4310-2902408-10 Стремянка передней рессоры КАМАЗ прав. L=320 мм (ПАО КАМАЗ) 4310-2902408-10,Стремянка передней рессоры КАМАЗ прав. L=320 мм (ПАО КАМАЗ) 4310-2902408-10,ЛВ КАМАЗ,Запчасти,90182,Стремянка передней рессоры КАМАЗ прав. L=320 мм (ПАО КАМАЗ) 4310-2902408-10,0,0,6,8,1,1,1,20,1,4,5,8,53
448,04.22.01.04.29,Крепеж транспортных средств,Стремянка передней рессоры КАМАЗ-43118 лев. L= 355 мм (ПАО КАМАЗ) 4310-2902409-10 Стремянка передней рессоры КАМАЗ-43118 лев. L= 355 мм (ПАО КАМАЗ) 4310-2902409-10,Стремянка передней рессоры КАМАЗ-43118 лев. L= 355 мм (ПАО КАМАЗ) 4310-2902409-10,ЛВ КАМАЗ,Запчасти,90183,Стремянка передней рессоры КАМАЗ-43118 лев. L= 355 мм (ПАО КАМАЗ) 4310-2902409-10,0,0,6,10,1,1,1,22,1,4,5,8,53
449,04.22.01.04.29,Крепеж транспортных средств,Стремянка передняя 4310-2902408-10 Стремянка передняя 4310-2902408-10,Стремянка передняя 4310-2902408-10,ЛВ КАМАЗ,Запчасти,90185,Стремянка передняя 4310-2902408-10,0,0,0,4,0,1,1,6,1,4,5,8,53
450,04.22.01.04.29,Крепеж транспортных средств,Стремянка передняя 4925-2902408 Стремянка передняя 4925-2902408,Стремянка передняя 4925-2902408,запчасти КАМАЗ,Запчасти,90186,Стремянка передняя 4925-2902408,0,0,0,2,0,1,1,6,1,4,5,8,53
451,04.22.01.04.29,Крепеж транспортных средств,Стремянка правая 4310-2912408-10 Стремянка правая 4310-2912408-10,Стремянка правая 4310-2912408-10,ЛВ КАМАЗ,Товар,90187,Стремянка правая 4310-2912408-10,0,0,0,4,0,1,1,6,1,4,5,8,53
452,04.22.01.04.29,Крепеж транспортных средств,"Стремянка прицепа 8350-2912408-00 (М22, 430 мм) Стремянка прицепа 8350-2912408-00 (М22, 430 мм)","Стремянка прицепа 8350-2912408-00 (М22, 430 мм)","Прицепы КАМАЗ, МАЗ",Запчасти,90188,"Стремянка прицепа 8350-2912408-00 (М22, 430 мм)",0,0,0,8,0,1,1,12,1,4,5,8,53
453,04.22.01.04.29,Крепеж транспортных средств,"Стремянка прицепа 9370-2912408 (М22х1,5, 370 мм) Стремянка прицепа 9370-2912408 (М22х1,5, 370 мм)","Стремянка прицепа 9370-2912408 (М22х1,5, 370 мм)","Прицепы КАМАЗ, МАЗ",Запчасти,90189,"Стремянка прицепа 9370-2912408 (М22х1,5, 370 мм)",0,0,0,6,0,1,1,12,1,4,5,8,53
454,05.19.03,Товары канцелярские,Зажим для бумаг 25мм Зажим для бумаг 25мм,Зажим для бумаг 25мм,25.9 Канцтовары (новый),Материал,107218,Зажим для бумаг 25мм,0,0,0,0,0,1,1,8,2,9,15,20,79
455,05.19.03,Товары канцелярские,Зажим для бумаг 32 мм Зажим для бумаг 32 мм,Зажим для бумаг 32 мм,25.9 Канцтовары (новый),Материал,107219,Зажим для бумаг 32 мм,0,0,0,0,0,1,0,10,2,9,15,20,79
456,05.19.03,Товары канцелярские,Зажим для бумаг 41 мм Зажим для бумаг 41 мм,Зажим для бумаг 41 мм,Канцтовары,Материал,104808,Зажим для бумаг 41 мм,0,0,0,0,0,1,0,10,2,9,15,20,79
457,05.19.03,Товары канцелярские,Зажим для бумаг 51 мм Зажим для бумаг 51 мм,Зажим для бумаг 51 мм,Канцтовары,Материал,104809,Зажим для бумаг 51 мм,0,0,0,0,0,1,0,10,2,9,15,20,79
